Data da Coleta,Produto,Valor_de_Venda
2024-06-02,GASOLINA,6.176551724137931
2024-06-09,GASOLINA,6.16448275862069
2024-06-16,GASOLINA,6.057931034482759
2024-06-23,GASOLINA,5.986896551724138
2024-06-30,GASOLINA,5.933448275862069
2024-07-07,GASOLINA,6.149655172413794
2024-07-14,GASOLINA,5.921724137931035
2024-07-21,GASOLINA,6.370689655172414
2024-07-28,GASOLINA,6.367
2024-08-04,GASOLINA,6.363448275862068
2024-08-11,,6.364224137931034
2024-08-18,GASOLINA,6.365
2024-08-25,,6.3774999999999995
2024-09-01,GASOLINA,6.39
2024-09-08,GASOLINA,6.368965517241379
2024-09-15,GASOLINA,6.216551724137931
2024-09-22,GASOLINA,6.069285714285714
2024-09-29,GASOLINA,5.860689655172414
2024-10-06,GASOLINA,6.26
2024-10-13,GASOLINA,6.2316666666666665
2024-10-20,GASOLINA,6.004666666666667
2024-10-27,GASOLINA,5.9076
2024-11-03,GASOLINA,5.871111111111111
2024-11-10,GASOLINA,5.950833333333333
2024-11-17,GASOLINA,6.1066666666666665
2024-11-24,GASOLINA,6.36
2024-12-01,GASOLINA,6.321111111111111
2024-12-08,GASOLINA,6.310555555555556
2024-12-15,GASOLINA,6.2509523809523815
2024-12-22,GASOLINA,6.384090909090909
2024-12-29,GASOLINA,6.3835
